7564 2
61354 1.818140 -14.551777
65025 14.004273 11.474375
68949 7.254754 4.006522
70081 7.729793 3.660374
71710 8.355674 1.928240
72564 10.698855 22.943682
74869 7.447257 4.235025
85465 7.719429 3.564079
93792 -10.242265 11.970166
95854 7.648760 9.492430
97276 7.307621 4.225619
97884 13.645305 11.305617
97998 8.034114 5.210490
103878 7.833584 3.363741
105779 7.544711 4.015392
107724 11.480619 9.825248
60615 -2.256279 -1.001523
71911 -4.384933 -1.543295
80859 -2.177411 -6.679440
802 8.608945 1.196314
2962 -10.123321 11.975227
3338 -10.482162 11.707367
13061 8.227706 1.511829
13809 7.967266 1.519790
13918 8.145152 1.636192
50586 -10.406142 11.998605
58010 8.365932 1.105935
60987 7.135692 -4.017007
68464 6.712274 0.781733
70187 5.141993 8.081607
82809 8.815031 1.068384
91681 6.339527 21.359047
74189 -9.372416 -3.347302
82078 -0.687352 -2.648665
53753 -0.420714 17.406685
101111 2.295487 22.202753
105035 0.185603 5.850687
1158 -7.613533 -0.903578
27814 -2.466471 -1.629963
63856 -2.022490 -1.795041
80018 2.180691 2.681640
5404 -3.416267 4.263174
58130 2.607788 2.902790
63118 2.587616 2.157015
68734 2.624357 2.767045
102805 2.232217 2.304485
73761 21.434593 -0.165233
193 21.378876 -0.160347
29772 21.571901 -0.229831
18792 -13.178825 1.282011
5693 0.427577 -11.004353
6723 9.535709 10.049335
9742 -12.844831 1.170265
13655 0.196344 -11.950469
13952 -12.899094 1.179912
17644 -13.481034 1.951784
23517 -13.340436 1.725128
26772 -13.518762 0.772936
30228 -13.127829 1.040869
33331 0.308287 -11.046620
34346 -0.729824 18.251406
41950 -13.378857 1.792398
51759 0.235104 -11.418727
56907 -13.479527 0.815052
59970 -13.380575 1.873472
62417 -13.553757 0.781784
62512 -13.356129 1.635689
63090 -13.614636 0.814048
64089 -11.896354 1.345170
73733 0.445772 -10.959337
74377 -13.464563 0.868257
86672 0.400801 -11.223086
92360 -13.364826 0.996891
95795 20.953234 3.391748
102699 -13.378693 1.858610
106138 -13.660956 0.534432
11937 -14.351773 0.241207
13964 -13.552583 0.694731
16635 -14.602117 1.632104
18806 -14.248228 -0.709619
22666 -15.474685 1.547364
30240 -12.918902 0.571759
32493 -9.295165 9.431500
33277 -14.233228 -0.329991
39806 -13.669764 0.809548
50524 -12.948100 0.609858
60202 -13.024387 0.454176
62469 -13.713463 0.474303
72248 -13.726430 0.884593
96437 -13.645778 0.658885
99442 -13.338342 0.912986
103752 3.823552 18.594061
80292 4.793259 14.358960
72384 8.084738 -5.257341
61622 7.953713 -0.019082
100113 8.060822 -5.372608
4515 8.050279 -5.387106
5314 8.170179 -5.360715
22177 7.943566 -5.325220
41070 7.979693 -5.360188
60992 8.014414 -5.351076
66573 8.076733 -5.404931
72910 8.043409 -5.441900
97389 8.070059 -5.389957
102278 8.173551 -5.022325
5752 -11.632373 -7.705385
11258 14.510808 14.363132
16293 7.534451 17.514481
16896 -11.626514 -7.701550
17106 12.416987 -5.494650
22066 14.246930 13.910954
22434 14.269801 13.949509
25259 12.393855 -5.385370
31635 14.197620 14.036976
33002 14.050101 13.241849
35010 7.201439 18.177265
36471 12.443986 -5.395052
42154 12.480929 -5.319492
43313 14.226686 14.055929
46566 14.386985 13.937980
47910 14.372276 14.120414
47954 14.036707 13.797158
48334 14.453553 14.311867
52180 -11.627395 -7.703722
53038 -11.629351 -7.704678
53272 -5.842369 1.547997
53906 -0.674955 8.304865
55859 0.411124 5.600279
58515 14.006663 14.011297
60754 14.217761 13.846934
60795 1.281142 4.532935
61271 14.686778 14.819201
62202 -2.295207 2.640184
63210 14.187524 13.955908
64630 1.390410 4.647449
70884 14.146688 13.788465
70972 -10.144725 -9.769652
72746 -11.629666 -7.705125
77688 -11.631577 -7.707542
78439 14.291969 14.101967
81640 12.543455 -5.375751
82848 -11.575453 -7.660574
85364 14.325999 14.038018
85568 14.559867 14.521817
86551 14.180120 13.974986
90288 14.467896 14.310065
91719 -9.896637 -3.659338
93313 0.818891 4.868328
94726 1.373999 4.636901
94730 12.439397 -5.411315
95759 0.297526 3.551168
97357 14.362022 14.052949
98083 -11.631072 -7.705739
101115 -0.821548 3.675915
102962 11.874271 21.324535
103486 2.030549 4.545317
103664 0.001607 6.150650
106436 12.510585 -5.433265
107060 0.456977 2.604377
107453 7.596315 17.567732
3636 -8.755536 -0.445639
19833 -8.756110 -0.342967
52098 -5.911968 -0.317162
65413 -8.330971 -0.561395
77549 -3.271106 1.801963
102849 -8.312334 -0.591302
11667 -3.600018 -4.028286
22479 -3.602793 -4.430378
36621 -3.432344 -3.679556
77342 -3.481155 -3.924956
81509 -3.554908 -4.486733
2361 -13.449072 1.971533
14736 -1.208092 7.299054
38513 -1.007216 7.043314
38896 -11.246014 -0.668772
46826 -10.956642 -0.423804
54919 -4.608517 6.336358
61666 -11.742392 -0.132595
70262 -11.104259 -0.497758
76219 -11.795355 -0.012320
81647 -11.266320 -0.625050
91560 -12.380288 -1.876042
103604 -12.465233 -1.742095
7032 22.559769 -0.962537
18429 22.541986 -0.970039
26612 22.603951 -1.026722
49622 22.398899 -0.826353
59465 22.503704 -0.900162
60292 22.574400 -0.985189
61356 22.621717 -1.029928
63327 22.514919 -0.942003
63432 22.601665 -1.021478
74097 22.587744 -0.973389
80470 22.503897 -1.031650
82387 22.570040 -0.997397
85975 22.478577 -0.898605
86808 22.395708 -0.810242
88690 22.543802 -0.951768
99170 22.551535 -0.956186
19634 22.651052 -1.074257
11490 22.684725 -1.114407
22257 22.945190 -1.374888
103173 22.655716 -1.093008
19141 22.087408 -0.533224
25825 22.430992 -0.844121
55469 22.451899 -0.865189
74058 22.451244 -0.864196
94563 -9.068831 -3.315593
59485 -4.579396 -7.812353
36435 -6.790291 0.634503
5035 -5.613489 -0.721458
7281 -7.668436 0.774286
7291 -7.655721 0.777724
13381 -7.646944 0.593547
13453 -5.429077 -4.727808
20455 -4.586421 -0.839014
21817 -4.972085 0.679554
26922 -3.773374 0.959582
30684 -6.521889 0.451263
37250 -6.127075 0.681917
37613 5.113697 -2.248281
39373 -7.498715 0.877240
44019 -7.416205 0.904570
51230 -7.487938 0.882221
56029 -6.489940 0.457739
58815 -4.633602 -0.298686
61137 -4.570971 0.198226
63942 -7.641764 0.810066
69975 -6.005862 -0.623117
74595 -6.993420 0.875464
78895 -0.623591 -4.902439
84978 6.061312 7.677968
86515 -5.886902 -0.723970
97460 -7.468230 0.891588
100740 17.969938 3.229173
31269 -5.645730 -1.043085
51375 -5.645970 -0.977888
7880 -0.919194 -8.770688
65378 -0.883862 -8.654036
83037 -5.308909 19.459063
19200 6.757385 -4.123835
14652 6.605760 -3.756684
21515 6.576029 -4.723737
61598 -11.978406 8.602099
3723 6.611744 4.915759
23418 6.480585 4.399492
23941 7.552279 5.290906
49502 -8.402761 -0.344607
54460 16.072651 15.520445
68393 -4.095321 4.697714
75650 5.740827 4.109725
75750 6.498893 4.667050
85542 5.886761 4.652871
3076 -1.066980 1.888492
86176 -1.215742 1.578648
92100 -1.354481 1.573890
106718 0.868077 7.569182
20717 6.289198 5.095145
34845 -2.049358 -9.157617
43521 14.569616 12.054508
79353 -3.780358 -1.530132
103395 -4.633324 1.704406
107762 5.429974 -2.421299
213 6.999108 -9.213179
13175 7.015229 -9.234876
25623 7.020457 -9.211809
26143 7.022222 -9.214201
26187 7.115714 -9.044854
98209 6.717989 -9.380570
107997 7.168981 -9.084674
747 4.377876 10.056643
14330 3.605838 9.231544
14821 3.996255 10.763259
15845 6.304414 25.832968
16022 2.661202 10.764350
17336 -3.897512 -2.188828
21893 2.476057 10.733594
23614 6.153708 25.658337
35941 8.394179 6.884412
36740 -4.066543 -1.211261
43186 -5.583161 5.828779
43643 3.160342 9.747781
43715 3.985999 10.808703
45769 3.378961 9.476688
45864 3.068083 9.502094
46091 2.805393 10.276532
50876 3.298553 10.351220
52371 4.445941 10.255035
52472 6.384963 25.923450
62393 3.289018 10.269702
63651 19.139181 19.685123
64050 5.718519 10.371242
67986 4.178631 10.123803
68782 3.565813 10.225927
71505 3.055872 9.682050
80392 -6.152761 13.508050
85684 -3.954706 -1.726218
90242 5.471771 9.727460
92881 2.400782 10.657900
94009 3.965248 10.854103
94952 5.132440 9.694572
102138 3.670087 7.103094
105177 2.362557 10.585009
105213 3.642284 10.582626
107377 2.393101 10.618340
12424 -5.034222 -1.790724
49839 -3.893914 -0.615717
54290 -3.616424 -0.520990
55503 -4.501216 -2.146453
56061 -7.472497 -1.668527
63888 -4.337672 -1.435668
64501 -3.683619 -0.562214
65963 -4.687116 -1.112077
67265 -3.973089 -2.515263
69307 -3.586865 -0.381701
72603 -2.408318 -0.435574
72633 -3.601602 -0.435347
80689 -4.236098 -1.668938
39160 3.334646 1.130807
86902 2.497785 0.725512
87299 1.614715 -0.316128
101025 2.852690 1.514407
4806 2.331323 0.093751
13352 2.913818 1.159146
14531 2.822598 1.801134
17793 3.528309 0.676715
22931 3.825377 1.051691
42478 5.680020 -0.428079
42869 2.615759 -0.073478
49715 5.779823 -0.080373
60698 7.206541 0.550409
65007 3.744884 0.727185
69899 2.768944 2.644421
70934 2.325678 0.104123
77099 3.070182 0.532634
87377 5.675005 -0.416251
88334 2.687557 2.359619
89367 3.167652 0.220165
89873 2.306608 -0.124268
92168 3.622911 0.607782
92195 2.341296 0.156926
95548 -4.229922 -9.190028
100924 3.766805 0.882581
101777 22.254166 8.580369
104997 3.765515 1.040305
12808 5.523715 -0.426134
41694 -3.603222 -2.826193
82260 6.582381 5.821768
101653 3.935450 8.407572
3788 3.439284 -0.351196
6889 1.326404 -7.318060
12955 3.261904 0.281997
17390 -13.723486 0.557710
17991 4.950097 -4.720361
20562 11.855207 -10.963044
35614 2.983052 -4.911090
42190 3.999763 -0.323695
44061 3.670437 0.663643
48230 5.097231 -2.587982
52203 3.120139 0.389035
72499 1.293372 -7.119408
74530 -1.683969 -6.760326
76808 4.102033 2.515115
82536 -2.401560 -5.396603
88413 1.551067 -0.328539
101743 5.569561 -10.101610
104526 -2.998625 18.780708
107673 3.767141 -0.157972
62 -4.314652 16.507862
6853 -2.996331 13.227677
9113 -2.481429 13.806352
10905 -2.986219 13.270255
15921 -2.891873 13.381621
20694 -2.807524 13.190413
24905 -2.208636 14.812472
27497 -2.533044 13.592213
29106 9.908090 25.509127
33700 -2.635858 13.311856
36956 -2.470186 13.749028
37206 -1.966230 13.200068
37531 -2.314596 13.743029
41662 -2.960464 13.280454
43484 -2.574932 13.562037
44320 -2.974995 13.294829
48291 -2.739040 13.407032
53994 -2.448136 13.086511
61440 -2.639662 13.785585
61488 15.786178 7.267438
63058 -2.846227 13.394391
68326 10.634050 1.112596
72698 4.460312 6.057953
75659 -2.190486 14.855852
76899 -2.468497 13.597217
80349 -2.206942 14.324746
83488 -2.790371 13.457621
93884 -2.799385 13.310659
94036 -2.797559 13.395301
94975 -8.281641 11.358727
105146 -2.961423 13.331616
29918 -5.183374 -1.057975
35720 -5.623811 -0.478170
64938 -6.682561 15.006395
82333 -5.165888 -4.188425
66972 -40.301163 42.084133
43216 -40.301167 42.084133
51206 -40.301170 42.084114
81143 -40.301167 42.084129
24277 -3.880581 -5.001783
810 1.993031 3.741224
7049 -1.425160 -1.101277
25067 -1.181898 -1.331913
35466 -0.183818 1.917997
41059 2.878796 -4.361701
59769 2.516938 -4.934310
60027 3.178810 -4.326756
61032 2.184222 -3.448280
66186 2.284404 -4.890656
67910 2.500060 -4.979670
69769 2.632008 -4.646020
78976 3.441581 -4.960927
92096 2.424733 -5.111160
6598 2.098337 -3.906724
39793 4.007054 -2.389514
71883 3.054173 -4.307168
73849 2.214856 -3.243163
84715 6.699669 -0.292141
101931 3.800417 -2.643402
1488 3.966731 -8.529697
13005 2.310281 -5.064876
15752 2.345337 -5.070262
22225 4.123953 -8.879967
30784 4.083259 -8.617513
34095 2.055734 -4.733014
40854 1.936303 -4.489621
71954 4.198781 -8.897374
91919 4.232587 -8.819661
38658 -4.190268 -6.562490
3113 17.845480 -1.651472
18303 -7.328990 -0.549814
20619 -1.352631 -4.438579
31216 -1.315038 -4.410540
40687 -0.259262 -3.984108
59696 -1.587721 -3.896288
82581 -2.432045 -1.459812
103162 -2.521466 -1.621475
8977 -0.302543 4.455890
19290 3.070910 6.250921
20776 -0.538412 4.762366
35180 2.233718 19.312227
38771 3.086598 6.273922
51478 3.096210 6.253668
56914 3.071113 6.282824
90801 9.141166 0.075253
97632 10.696756 15.593534
4104 2.065155 -1.997278
76387 1.791384 -2.535177
85843 -4.473940 -7.809742
18098 4.175492 -8.825024
30908 4.506387 -8.037131
33030 1.590279 -5.853375
37309 4.316595 -8.171341
49031 0.951675 -9.269028
98021 4.513866 -7.665034
21888 1.961840 0.397969
65725 5.588151 7.809631
88487 3.034522 -2.148168
91211 -11.704682 8.310094
94261 12.228228 7.235565
108088 1.570861 0.774186
5620 3.575666 14.324019
7707 11.637300 7.413160
10001 11.403666 9.748391
12560 10.313388 9.390711
14172 8.728147 2.944860
14341 11.343181 7.367449
20873 8.586506 2.977467
29021 3.733300 15.204886
32250 9.021123 2.781435
35805 11.027467 6.977534
38204 11.659622 7.290618
49044 10.065136 1.669872
53081 8.307244 3.748583
53569 11.403365 7.303154
55468 8.547781 2.328117
65790 -0.403104 19.438454
74278 11.346288 7.422545
79008 -1.020252 22.273914
82120 -0.197244 21.185467
89726 8.303015 3.762187
94927 4.753288 14.565432
1226 10.358031 5.844790
2126 13.205326 12.294825
2621 4.864192 -6.117981
3821 12.370925 11.470034
6846 1.511108 -4.274426
10072 12.252204 11.302335
10145 14.001844 11.453888
41849 12.277647 11.524207
60137 11.460291 7.652662
63473 5.774958 -5.207463
81960 6.371786 7.257118
3685 11.379885 10.045288
14261 11.492683 9.839114
14883 11.556450 9.676208
32394 11.615318 9.385561
41636 11.776528 9.659200
43149 13.261209 9.967889
43266 6.049917 14.288819
67662 11.132101 10.315757
18420 -6.961273 -7.170450
73952 7.099486 2.327423
59172 -3.320651 0.835132
73751 -3.362771 0.791041
78070 -3.818230 0.812283
21298 4.111590 8.096052
81391 3.953716 8.215633
105558 3.745358 7.917554
48476 -4.895490 8.599823
75056 -4.649756 8.001138
76111 3.921741 -4.824049
87957 2.683510 0.636850
89454 3.979215 -4.837002
20980 -8.409773 -4.578803
24295 -13.476248 13.938437
25772 -8.763687 1.121710
42093 -13.094041 13.259572
50438 -13.378211 13.965004
50541 -13.174754 14.204365
66990 -13.079273 14.230591
74611 -13.347721 13.963346
74642 -13.331127 13.963950
74708 -6.444741 13.696785
86966 -8.167320 -6.471385
95701 -13.331343 13.936479
104108 -13.472379 13.986546
104748 -13.431230 14.088931
12097 4.858581 5.101050
48905 -0.977564 19.042360
69004 4.835402 5.057080
80128 0.822470 -4.150188
26448 -6.766737 4.297504
33131 -6.749049 4.322258
52008 4.303903 -4.782864
56847 1.259220 -4.522102
60787 0.243522 -3.613830
76343 11.168325 -9.957163
79910 17.659609 17.679758
66908 0.224591 -1.948870
92931 4.335606 19.563643
93388 -0.205105 -2.514040
8953 -1.186084 11.782110
19789 -1.577833 11.295536
20266 -3.827488 2.041923
31919 -1.679249 11.339137
49167 3.286630 13.296430
64428 11.411905 15.225809
77364 3.670806 13.512242
64404 6.921468 5.695341
2593 2.174394 16.954664
19120 8.656109 7.113817
24300 8.189736 7.454622
37921 6.039538 6.293238
42563 7.362730 6.510325
45585 3.527725 -0.646774
60288 8.181192 7.054461
64375 4.681163 7.073337
81804 8.520679 7.241669
85899 -0.858943 26.191725
87814 7.402673 6.453435
78978 15.485339 18.927660
21672 15.163119 18.588026
27773 15.411172 18.863516
30421 15.460498 18.932701
34676 15.326341 18.964476
54621 15.454998 18.958315
84791 16.648283 18.731264
106016 15.493769 18.908043
90968 2.771590 8.064839
106402 3.009933 7.902396
94658 -6.076731 -5.757448
24539 0.117031 -4.974565
48025 0.392930 -4.891449
52047 0.191618 -4.923697
99203 -4.374293 -5.617820
17029 4.805848 15.129916
38026 5.889386 1.111770
53708 6.102220 1.097518
97552 4.950665 15.145095
9259 1.114328 -4.159798
13688 0.661558 -4.251302
16700 -2.080560 6.424650
64346 6.396749 -4.629465
87609 1.351135 -4.016880
99485 6.458057 -4.831364
6449 15.955504 15.396947
15850 14.109110 10.633194
16665 12.562239 7.212703
29154 12.293247 7.222733
31775 12.291540 7.284245
33242 13.680880 9.719030
36517 12.260931 7.777652
39981 13.770319 9.801621
42268 14.366536 9.994059
44506 14.523787 9.925782
65419 12.157388 7.123530
69716 11.814457 5.507784
70314 12.409687 7.436822
71791 11.852498 5.438670
75109 14.307817 10.273438
91798 11.190118 3.645817
92797 12.259840 4.676311
94787 11.686173 6.320771
95896 12.293917 7.173415
100446 12.339872 7.199701
103848 12.155066 4.686820
930 1.991668 -2.637018
10520 1.297899 -4.533293
17291 -5.399416 -7.208294
19990 -5.370269 -7.304079
24444 4.728909 -6.208275
57340 7.483484 -5.018013
78587 6.074264 -7.121208
102637 6.062299 -7.079709
24802 10.612449 23.191366
18212 10.603515 23.198702
19186 5.946312 3.470014
22391 5.765795 3.459885
28266 0.107560 21.032663
45286 10.621179 23.184566
61974 10.469080 23.048840
62165 10.655862 23.199949
106144 10.610670 23.189423
485 3.943061 15.357462
57559 4.746958 7.604650
718 5.211504 11.742936
15454 5.066889 11.523960
34209 5.369987 11.349110
37860 5.190786 11.741186
44471 5.383594 12.059826
48483 5.238280 11.768105
62642 3.382200 -1.586717
83495 5.159987 11.595712
105031 5.541926 25.123474
34940 -1.315905 -8.953801
78314 -1.219651 -9.216258
99505 -0.898579 -9.036237
28034 0.673740 -9.347710
41779 3.476230 8.976100
44654 5.296224 6.832957
104355 -6.658061 16.198618
10295 -0.901348 -8.734096
102478 -0.988876 -8.797876
3973 -1.559611 -4.744503
6823 -1.314878 -4.470116
26395 -1.174095 -4.130915
31232 -1.506902 -4.642653
34266 -1.541384 -4.748806
36890 -1.532672 -6.444955
37081 2.012818 0.088568
86090 -1.545435 -4.752144
7794 7.701470 20.670929
32702 9.770137 25.258450
42649 9.166813 24.690458
44997 9.911893 25.369753
45051 9.852435 25.306513
58544 9.988889 25.424881
62754 9.837782 25.411779
76662 9.818309 25.255753
84569 9.950125 25.504686
100086 9.947986 25.541632
105915 9.826725 25.403965
108260 9.833353 25.391920
20527 6.777766 1.424725
2822 6.739688 1.405502
85118 6.783345 1.439620
90060 6.715709 1.370641
26655 -1.995329 -9.132009
42605 4.752796 -6.095069
51722 4.737048 -6.100964
91478 4.878654 -6.115756
93679 4.845487 -6.022940
102252 4.850049 -6.117044
66871 6.117455 1.917020
70476 5.949229 -0.011402
78554 10.231220 -0.032480
83887 9.110079 1.152716
73811 -5.551454 1.647472
18174 0.432284 14.680350
85624 -5.550049 1.409437
100454 5.050444 15.826331
38946 7.716029 18.834461
49376 20.755198 9.924476
67408 7.640319 18.801176
84784 7.701256 18.770861
93651 -5.764283 1.504586
15457 -13.325608 14.254712
28425 -13.255683 14.305041
46967 -13.074321 14.399413
86995 -13.242098 14.293446
87723 -13.258203 14.294422
97839 -13.226314 14.327792
108148 6.071676 -12.302569
104523 0.806111 2.547988
12237 2.079553 -3.627633
42042 4.720155 0.613105
5386 -7.728723 -3.359544
56148 -8.412106 -0.386693
63823 -4.369175 -1.282055
70944 -8.448544 -0.383689
71661 2.165248 24.212719
1369 0.138561 3.520434
15233 1.038365 8.913621
35536 4.494480 7.348022
47789 4.662097 7.558189
49973 -0.061793 7.347332
88000 4.530029 7.386538
104566 -0.271092 8.120994
104577 17.256578 -5.677516
2183 -0.682818 5.782362
9658 0.270146 -4.159807
12608 15.646780 -0.795744
35331 -1.122003 5.624090
37130 3.124175 -6.557427
38864 -0.343975 6.272327
42396 3.059751 -6.934409
48272 -12.995470 -1.260576
54517 3.158167 -6.674169
67224 3.208365 -6.712907
72730 3.334834 -6.839394
79387 3.291831 -6.853087
95251 -0.867144 6.018515
96144 -1.429145 5.460232
19508 4.001301 -11.390094
23548 4.174602 -11.411100
26667 3.319801 -7.032311
29518 4.009882 -11.383307
33037 3.954779 -11.433205
36124 4.196223 -11.104949
38568 4.379618 2.208071
39429 4.063958 -11.317954
46912 9.001027 -8.998422
47845 7.821610 -0.403466
48573 -4.186148 4.321273
67096 -5.125409 0.770799
72044 2.512177 19.873966
86557 4.024102 -11.364554
89847 -2.868648 10.783025
90787 20.124733 6.004853
92416 -1.677831 -6.881089
96278 -4.323020 4.251684
104179 4.217237 2.525172
107640 -5.766676 1.370747
108201 -2.749722 9.931973
86589 3.003975 1.805523
3769 -8.157212 8.977178
11063 -7.819652 10.377628
16660 -7.757187 8.469009
22409 -7.759988 8.479090
34638 0.078402 12.499818
46372 -8.134191 8.969583
46373 -8.138248 8.943513
54569 -6.703866 4.253388
67014 -8.098610 8.950462
76511 -7.775875 11.551654
84521 -7.421998 11.571222
89529 -8.078292 8.927541
91453 -7.923638 8.708018
94304 -9.722080 8.983603
95893 -8.304852 10.569480
103006 -6.778598 12.064775
5836 -8.559916 10.482249
28347 9.046132 2.549444
44328 16.533842 6.872348
54870 1.278587 3.435670
68102 14.791265 5.585634
5466 8.983809 2.642528
52902 9.075967 2.466032
88983 9.150620 2.525776
26383 8.814558 -2.827954
2555 9.069137 -2.790322
28866 8.489905 -2.644362
36094 9.184758 -2.832948
37637 11.959740 -2.118661
59065 7.759390 -2.685794
72933 8.597794 -6.511612
104987 7.704318 -2.720299
368 4.295132 14.713811
11500 3.797969 13.935573
23092 10.513740 -11.831519
55172 4.455876 14.645607
65557 2.403222 17.191769
77314 4.419296 14.735662
85295 4.437411 15.474717
88516 4.552027 5.737010
89796 13.069654 7.491685
91989 4.601740 14.607688
48875 8.560830 6.506669
82914 -3.421790 -0.229917
12150 6.571577 -4.576988
89004 10.855157 3.225696
6479 5.338633 3.505416
42961 14.524443 21.197556
79848 5.198164 3.183610
14407 -3.106079 -1.449914
28824 -2.570878 -1.600188
51070 -3.235115 -3.335146
95071 -2.627995 -1.580452
7092 1.330414 -3.898166
27051 2.027740 -3.730366
65503 2.810277 -1.851869
89629 0.760342 -2.422996
51522 2.136606 -3.834864
66460 0.921960 -9.237545
67882 6.642285 -5.458140
88884 2.027334 -3.818962
95712 1.587192 -4.308820
84940 7.399879 0.659508
6869 4.217676 -3.781774
11660 6.298981 -3.972966
22708 4.519114 -3.949764
24472 5.130578 -3.158386
24840 5.070843 -3.281163
25052 8.007813 1.379800
30016 5.021297 -3.312799
68657 4.819137 -3.842121
77009 4.919803 -4.110464
84899 5.360400 -2.606452
4031 -9.715613 23.143152
9645 8.847888 -8.860446
16144 5.832873 -3.236965
20135 7.343235 -2.617919
23277 0.710661 -9.404462
24074 0.644986 -9.460267
24528 4.638729 -5.617291
27079 0.746769 -9.226315
27940 0.719514 -9.375529
30656 4.121120 -9.027771
39883 -10.447574 9.174850
55084 12.570813 -3.270918
63596 6.595742 -2.931685
69724 0.751165 -9.390208
94582 0.500470 -9.590037
99945 6.900083 -2.835767
101695 9.038562 -9.046675
102683 0.653817 -9.405847
103895 12.950307 -4.320131
17120 -8.930095 -5.891382
92511 9.262798 -6.732746
2631 0.116782 3.526581
8254 2.245230 13.978583
9171 -2.437312 -2.584368
34626 1.512572 5.201329
40935 0.814887 16.116915
50829 0.948031 15.595025
50950 -0.367678 4.420956
51031 1.438570 5.266641
51584 2.246351 13.891496
54396 1.345838 5.478479
59365 -3.363174 -0.240068
73211 -4.441330 15.035350
81148 0.003634 3.521503
93813 4.844591 16.390026
95401 -4.368000 15.254649
22891 8.374943 -1.502711
37559 7.888422 4.970574
41150 8.037131 5.125406
70331 5.375978 -2.948469
85388 -1.688978 -0.493310
89180 -9.193694 -2.807695
96754 7.325115 5.407140
99005 5.892808 3.963413
31828 0.284832 3.401813
42163 0.254401 3.412287
35966 -8.145802 -0.604221
17598 -3.695405 -0.222471
3389 -1.597796 -4.844091
2050 -1.734346 -5.061190
73046 -7.044849 1.052047
97009 16.295084 -4.399886
2794 -5.118099 0.758795
15932 -5.094776 0.629762
17655 -4.713121 0.814856
57163 -5.374589 0.845705
68695 -4.891637 0.182465
93471 -4.805805 0.457546
93479 12.601678 4.480686
40241 -10.033244 11.895883
10240 -11.604761 14.063259
48658 -11.685505 13.572241
60251 3.307669 22.946835
60775 -11.521473 14.293142
89212 13.893030 17.272476
29850 11.049244 15.447245
33615 -13.397236 14.205232
57759 17.133045 7.095865
68737 11.102110 15.455400
72086 15.001250 19.224411
82371 13.688955 19.844566
88396 12.904834 23.577238
66310 0.352549 -11.021419
2219 -10.628061 1.489972
71718 9.400361 0.481551
51343 9.057927 -0.929430
74055 -4.828370 -1.770381
99077 -5.653094 -1.059469
101768 9.452604 0.540959
20545 -7.641259 -5.203769
56511 -7.781477 -4.942366
85477 -4.488860 5.184087
104390 5.220705 7.962411
62943 6.219364 7.295612
65240 5.452691 8.062362
85850 10.782233 -5.026158
40118 0.674107 -9.473384
64026 4.617812 7.328597
14715 -5.124603 -0.477132
35350 6.062421 7.116490
83474 3.722457 19.569956
10628 -5.163238 0.432793
15651 -5.092052 0.519850
43322 -4.480090 1.077041
49879 -4.358990 1.141536
58920 -5.196824 -1.817969
63735 -5.171171 0.254260
68710 -5.520298 0.650489
76363 -5.348844 -0.020301
89395 -4.397059 1.060052
93330 -5.195533 0.238587
38352 -5.745996 0.994203
104961 -3.192446 1.338742
42551 -5.063962 7.566609
20890 -5.029925 7.706578
34191 -4.806029 7.496536
38775 -4.997209 7.814736
86224 -0.601303 -4.145561
86622 -1.047592 -2.263421
59145 9.994793 22.489143
786 -2.593359 -8.413918
905 12.056718 13.390422
6222 10.202037 22.831066
7664 8.403932 -1.136419
12579 -2.553972 -8.479388
27862 8.613253 11.113789
27969 12.801685 10.690329
35312 6.494521 13.580159
47828 6.238920 13.797727
48005 10.056309 22.806551
50993 2.688507 13.845144
57935 0.181099 20.760782
61183 -2.935314 -7.805218
61532 -2.540434 -8.469549
61987 10.027354 22.765720
70285 9.912166 22.729460
71787 -2.536693 -8.502964
78380 -2.564708 -8.491461
83307 6.190470 13.891169
84002 -2.619944 -8.494147
91867 9.992714 22.645634
97670 6.426286 13.786436
99773 -2.486539 -8.277239
11101 10.102565 22.784889
19482 13.594543 9.346287
28717 10.121250 22.813993
34289 10.560987 23.085550
63580 7.825171 14.939427
15787 2.355208 10.234778
37952 3.310569 9.104225
38612 -0.341826 7.303747
41807 -5.550822 5.838433
46172 2.819121 10.353032
65799 2.740978 9.914540
67578 2.967391 9.231428
67970 3.095506 9.290779
78739 2.263141 10.186998
89991 3.125503 9.285041
103530 3.371774 9.501824
74386 -8.734780 -4.310856
2274 -6.986270 -2.723621
5783 -8.124318 -4.432975
9800 -2.060068 2.330438
1145 -26.069204 -1.217761
7720 -5.185756 -3.018309
9566 20.624001 8.946995
14023 -7.649182 -1.330905
16586 -7.221861 -4.370475
17367 -6.398503 -3.744572
34548 -8.147169 5.832901
37524 20.599306 8.917027
40355 -8.672771 6.154583
42067 -3.909914 -6.852925
42375 -8.154243 5.926372
44382 -9.432618 8.667682
52910 -6.284880 -1.179968
58191 -6.661798 -3.693556
61615 -7.570723 -4.980224
68617 -8.125436 5.596157
82547 20.519207 8.859079
98583 -7.644021 -1.638718
99817 -8.128713 5.730173
103251 -7.659810 -1.513168
105282 -8.792110 6.234694
9283 -8.051160 5.724398
14820 -8.039029 5.716321
32264 3.630811 18.562140
32389 -8.057830 5.399883
34103 -1.626557 24.981665
69822 -8.143184 5.744093
75106 -7.977302 5.625571
82959 -8.049026 5.728872
103041 2.221251 19.371887
107826 -8.028187 5.727616
26239 1.617602 3.356902
24751 5.650210 3.815250
7825 -1.877005 -9.386531
15062 7.428539 -10.980453
35928 8.729179 21.705177
35934 -1.799415 -9.278642
